plot_name;treatment;natives;non_natives;number_focal_sp;cover_focal_sp;forbs;graminoids;legumes;bare_ground;non_focal_inv1;non_focal_inv2;background_management;site_type;year;species;site_name;datum;municipality;longitude;latitude;northing;easting;elevation;plotID
R4;removal;7;2;41;2;4;6;0;6;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_R4
C4;control;5;4;98;4;5;0;0;7;NA;NA;no;roadside;2022;erigeron;E 7.1;31.05.2022 00:00;Flims;9.2797611;46.824716;2740384.01;1187453.975;1075.294922;E 7.1_C4
R1;removal;8;1;1;1;6;6;6;2;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R1
C1;control;8;3;31;3;5;5;6;5;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C1
R2;removal;8;3;12;3;6;2;7;2;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R2
C2;control;8;3;28;3;5;4;7;5;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C2
R3;removal;8;2;6;2;7;2;7;4;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R3
C3;control;8;1;2;1;8;0;5;0;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C3
R4;removal;7;0;0;0;4;2;6;6;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_R4
C4;control;8;3;10;3;5;2;6;5;NA;NA;no;roadside;2022;erigeron;E 7.2;07.06.2022 00:00;Disentis;8.879368;46.714698;2710067.174;1174588.149;1056.938721;E 7.2_C4
R1;removal;8;2;4;2;6;5;7;1;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R1
C1;control;8;2;5;2;6;6;4;2;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C1
R2;removal;8;3;9;3;7;5;4;1;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R2
C2;control;8;2;3;2;5;7;4;1;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C2
R3;removal;8;4;22;4;8;5;3;0;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R3
C3;control;8;3;19;3;7;6;5;1;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C3
R4;removal;8;2;7;2;8;5;4;2;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_R4
C4;control;8;2;13;2;8;4;3;0;NA;NA;no;riverside;2022;erigeron;E 6.2;08.06.2022 00:00;Disentis;8.8676527;46.704731;2709191.852;1173464.085;1042.703369;E 6.2_C4
R1;removal;8;2;6;2;7;5;5;2;NA;NA;no;roadside;2022;erigeron;E 7.3;08.06.2022 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_R1
C1;control;8;3;30;3;5;6;6;1;NA;NA;no;roadside;2022;erigeron;E 7.3;08.06.2022 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_C1
R2;removal;8;2;5;2;5;7;6;1;NA;NA;no;roadside;2022;erigeron;E 7.3;08.06.2022 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_R2
C2;control;8;2;7;2;6;6;6;1;NA;NA;no;roadside;2022;erigeron;E 7.3;08.06.2022 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_C2
R3;removal;8;2;4;2;7;5;6;1;NA;NA;no;roadside;2022;erigeron;E 7.3;08.06.2022 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_R3
C3;control;8;1;1;1;6;5;8;1;NA;NA;no;roadside;2022;erigeron;E 7.3;08.06.2022 00:00;Disentis;8.8672876;46.708668;2709155.971;1173901.116;1109.316772;E 7.3_C3
R1;removal;8;3;25;3;6;5;7;3;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R1
C1;control;8;4;28;4;5;7;4;2;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C1
R2;removal;8;2;5;2;8;4;0;1;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R2
C2;control;8;2;2;2;6;6;2;3;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C2
R3;removal;8;2;1;2;7;5;4;2;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R3
C3;control;8;2;13;2;8;4;3;3;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C3
R4;removal;8;1;2;1;7;6;3;3;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_R4
C4;control;8;3;3;3;7;6;3;1;NA;NA;no;roadside;2022;erigeron;E 6.3;08.06.2022 00:00;Disentis;8.8609821;46.699209;2708692.993;1172841.127;1041.808472;E 6.3_C4
R1;removal;7;2;3;2;5;4;5;6;NA;NA;no;gravelpit_riverside;2022;erigeron;E 9.1;09.06.2022 00:00;Sedrun;8.7766863;46.676651;2702290.38;1170220.699;1329.869751;E 9.1_R1
C1;control;7;2;3;2;4;5;6;6;NA;NA;no;gravelpit_riverside;2022;erigeron;E 9.1;09.06.2022 00:00;Sedrun;8.7766863;46.676651;2702290.38;1170220.699;1329.869751;E 9.1_C1
R1;removal;7;1;9;1;4;3;6;6;NA;NA;no;gravelpit_riverside_roadside;2022;erigeron;E 9.2;09.06.2022 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_R1
C1;control;6;2;11;2;3;4;5;7;NA;NA;no;gravelpit_riverside_roadside;2022;erigeron;E 9.2;09.06.2022 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_C1
R2;removal;8;1;8;1;5;5;6;5;NA;NA;no;gravelpit_riverside_roadside;2022;erigeron;E 9.2;09.06.2022 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_R2
C2;control;8;1;5;1;5;7;4;3;NA;NA;no;gravelpit_riverside_roadside;2022;erigeron;E 9.2;09.06.2022 00:00;Sedrun;8.7772717;46.676071;2702336.26;1170157.003;1366.599609;E 9.2_C2
R1;removal;8;1;5;1;4;3;7;5;NA;NA;no;roadside_wastedump;2022;erigeron;E 8.1;09.06.2022 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_R1
C1;control;8;1;6;1;3;3;8;5;NA;NA;no;roadside_wastedump;2022;erigeron;E 8.1;09.06.2022 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_C1
R2;removal;8;3;21;3;4;2;8;3;NA;NA;no;roadside_wastedump;2022;erigeron;E 8.1;09.06.2022 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_R2
C2;control;8;2;23;2;6;3;7;2;NA;NA;no;roadside_wastedump;2022;erigeron;E 8.1;09.06.2022 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_C2
R3;removal;8;2;11;2;6;2;6;3;NA;NA;no;roadside_wastedump;2022;erigeron;E 8.1;09.06.2022 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_R3
C3;control;8;1;7;1;5;5;7;2;NA;NA;no;roadside_wastedump;2022;erigeron;E 8.1;09.06.2022 00:00;Medels;8.8550215;46.675244;2708285.328;1170169.524;1248.462524;E 8.1_C3
R1;removal;8;1;1;1;5;4;7;3;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R1
C1;control;8;1;2;1;6;4;8;1;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C1
R2;removal;8;0;0;0;6;6;7;1;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R2
C2;control;8;1;3;1;4;6;7;1;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C2
R3;removal;8;0;0;0;5;7;6;3;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R3
C3;control;8;0;0;0;4;5;8;1;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C3
R4;removal;8;1;2;1;4;6;8;2;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_R4
C4;control;8;1;1;1;3;7;7;0;NA;NA;no;roadside;2022;erigeron;E 10.1;09.06.2022 00:00;Platta CHECK;8.8517452;46.653689;2708077.858;1167769.486;1399.487061;E 10.1_C4
R1;removal;8;2;3;2;4;6;8;1;NA;NA;no;roadside;2022;erigeron;E 8.2;07.06.2022 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_R1
C1;control;8;2;5;2;3;5;8;1;NA;NA;no;roadside;2022;erigeron;E 8.2;07.06.2022 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_C1
R2;removal;8;2;22;2;5;5;7;2;NA;NA;no;roadside;2022;erigeron;E 8.2;07.06.2022 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_R2
C2;control;8;3;52;3;4;3;8;3;NA;NA;no;roadside;2022;erigeron;E 8.2;07.06.2022 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_C2
R3;removal;8;2;21;2;4;6;7;2;NA;NA;no;roadside;2022;erigeron;E 8.2;07.06.2022 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_R3
C3;control;8;3;27;3;3;7;6;2;NA;NA;no;roadside;2022;erigeron;E 8.2;07.06.2022 00:00;Disentis;8.8394473;46.701208;2707042.458;1173033.661;1268.386353;E 8.2_C3
R1;removal;8;3;8;3;6;5;5;4;NA;NA;no;roadside_riverside;2022;erigeron;E 8.3;08.06.2022 00:00;Disentis;8.836918;46.695004;2706861.361;1172340.724;1265.730103;E 8.3_R1
C1;control;8;2;3;2;8;5;2;0;NA;NA;no;roadside_riverside;2022;erigeron;E 8.3;08.06.2022 00:00;Disentis;8.836918;46.695004;2706861.361;1172340.724;1265.730103;E 8.3_C1
R1;removal;7;1;1;1;5;5;5;6;NA;NA;no;Parking;2022;erigeron;E 8.4;08.06.2022 00:00;Disentis;8.8422542;46.699925;2707259.619;1172894.909;1230.822144;E 8.4_R1
C1;control;7;1;2;1;4;3;7;6;NA;NA;no;Parking;2022;erigeron;E 8.4;08.06.2022 00:00;Disentis;8.8422542;46.699925;2707259.619;1172894.909;1230.822144;E 8.4_C1
R1;removal;6;0;0;0;6;0;3;7;NA;NA;no;roadside;2022;erigeron;E 11.1;31.05.2022 00:00;Fidaz;9.323815;46.85153;2743672.549;1190513.453;1396.261597;E 11.1_R1
R1;removal;8;1;1;1;6;6;4;2;NA;NA;no;roadside;2022;erigeron;E 14.1;09.06.2022 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_R1
C1;control;8;2;7;2;6;6;3;3;NA;NA;no;roadside;2022;erigeron;E 14.1;09.06.2022 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_C1
R2;removal;8;0;0;0;6;5;5;3;NA;NA;no;roadside;2022;erigeron;E 14.1;09.06.2022 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_R2
C2;control;8;1;1;1;8;4;4;2;NA;NA;no;roadside;2022;erigeron;E 14.1;09.06.2022 00:00;Lukmanier (TI);8.8069242;46.552884;2704843.295;1156505.644;1823.740601;E 14.1_C2
R1;removal;7;6;25;6;5;7;3;2;NA;NA;no;roadside;2021;lupinus;L 1.1;22.06.2021 00:00;Sedrun;8.7212678;46.660545;2698080.433;1168359.901;1527.412354;L 1.1_R1
C1;control;7;6;22;6;4;7;2;2;NA;NA;no;roadside;2021;lupinus;L 1.1;22.06.2021 00:00;Sedrun;8.7212678;46.660545;2698080.433;1168359.901;1527.412354;L 1.1_C1
R1;removal;8;6;30;6;7;6;0;2;NA;NA;no;lakeside_meadow;2021;lupinus;L 3.1;06.07.2021 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_R1
C1;control;6;8;39;8;6;4;2;1;NA;NA;no;lakeside_meadow;2021;lupinus;L 3.1;06.07.2021 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_C1
R2;removal;6;8;44;8;6;4;0;0;NA;NA;no;lakeside_meadow;2021;lupinus;L 3.1;06.07.2021 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_R2
C2;control;7;7;24;7;6;4;0;1;NA;NA;no;lakeside_meadow;2021;lupinus;L 3.1;06.07.2021 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_C2
R3;removal;6;8;54;8;3;5;4;0;NA;NA;no;lakeside_meadow;2021;lupinus;L 3.1;06.07.2021 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_R3
C3;control;7;7;33;7;6;6;2;0;NA;NA;no;lakeside_meadow;2021;lupinus;L 3.1;06.07.2021 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_C3
R1;removal;6;8;36;8;5;5;0;3;0;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R1
C1;control;5;8;32;8;3;5;0;3;0;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C1
R2;removal;6;8;19;8;3;6;0;2;0;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R2
C2;control;7;8;26;8;3;7;0;1;0;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C2
R3;removal;5;8;29;8;5;4;0;0;3;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R3
C3;control;6;8;30;8;3;6;0;2;0;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C3
R4;removal;7;6;10;6;4;7;0;2;0;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R4
C4;control;8;6;11;6;3;8;0;2;0;NA;no;roadside_lakeside;2021;lupinus;L 4.1;06.07.2021 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C4
R1;removal;7;7;18;7;5;6;0;0;NA;NA;no;roadise_riverside;2021;lupinus;L 4.2;06.07.2021 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_R1
C1;control;8;6;17;6;6;7;0;1;NA;NA;no;roadise_riverside;2021;lupinus;L 4.2;06.07.2021 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_C1
R2;removal;6;8;33;8;5;5;0;0;NA;NA;no;roadise_riverside;2021;lupinus;L 4.2;06.07.2021 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_R2
C2;control;7;7;25;7;4;7;0;0;NA;NA;no;roadise_riverside;2021;lupinus;L 4.2;06.07.2021 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_C2
R1;removal;8;5;NA;5;6;3;6;2;NA;NA;no;meadow;2021;lupinus;L 4.3;07.07.2021 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_R1
C1;control;8;6;NA;6;6;2;7;3;NA;NA;no;meadow;2021;lupinus;L 4.3;07.07.2021 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_C1
R2;removal;7;7;NA;7;7;3;4;3;NA;NA;no;meadow;2021;lupinus;L 4.3;07.07.2021 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_R2
C2;control;8;7;NA;7;7;3;4;3;NA;NA;no;meadow;2021;lupinus;L 4.3;07.07.2021 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_C2
R3;removal;6;8;NA;8;6;3;3;3;NA;NA;no;meadow;2021;lupinus;L 4.3;07.07.2021 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_R3
C3;control;6;8;NA;8;6;2;3;2;NA;NA;no;meadow;2021;lupinus;L 4.3;07.07.2021 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_C3
R1;removal;5;6;NA;6;4;2;4;7;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R1
C1;control;7;6;NA;6;7;3;3;6;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C1
R2;removal;7;6;NA;6;2;6;5;3;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R2
C2;control;6;8;NA;8;5;5;3;3;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C2
R3;removal;8;7;NA;7;6;6;3;3;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R3
C3;control;8;6;NA;6;6;7;3;0;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C3
R4;removal;8;7;NA;7;5;7;5;0;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R4
C4;control;8;6;NA;6;4;7;5;0;NA;NA;no;riverside;2021;lupinus;L 3.2;07.07.2021 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C4
R1;removal;8;5;NA;5;6;4;0;6;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R1
C1;control;7;6;NA;6;4;7;0;3;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C1
R2;removal;7;6;NA;6;5;7;0;0;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R2
C2;control;7;7;NA;7;6;5;0;0;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C2
R3;removal;6;8;NA;8;4;5;2;1;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R3
C3;control;6;8;NA;8;2;6;2;0;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C3
R4;removal;8;6;NA;6;7;4;0;0;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R4
C4;control;8;6;NA;6;8;5;2;0;NA;NA;no;roadside;2021;lupinus;L 3.3;07.07.2021 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C4
R1;removal;5;7;NA;7;4;4;4;4;NA;NA;no;roadside_riverside;2021;lupinus;L 5.1;08.07.2021 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_R1
C1;control;7;6;NA;6;5;5;5;3;NA;NA;no;roadside_riverside;2021;lupinus;L 5.1;08.07.2021 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_C1
R2;removal;7;7;NA;7;5;6;3;0;NA;NA;no;roadside_riverside;2021;lupinus;L 5.1;08.07.2021 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_R2
C2;control;6;8;NA;8;5;4;0;0;NA;NA;no;roadside_riverside;2021;lupinus;L 5.1;08.07.2021 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_C2
R1;removal;7;7;NA;7;6;6;0;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R1
C1;control;8;6;NA;6;6;6;0;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C1
R2;removal;7;7;NA;7;4;6;3;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R2
C2;control;6;8;NA;8;3;6;0;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C2
R3;removal;8;7;NA;7;7;6;0;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R3
C3;control;6;8;NA;8;3;6;0;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C3
R4;removal;8;5;NA;5;8;4;0;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R4
C4;control;7;7;NA;7;7;3;3;0;NA;NA;no;roadside_meadow;2021;lupinus;L 6.1;08.07.2021 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C4
R1;removal;7;5;NA;5;4;4;6;6;NA;NA;no;roadside_riverside;2021;lupinus;L 6.2;19.07.2021 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_R1
C1;control;7;6;NA;6;5;5;5;4;NA;NA;no;roadside_riverside;2021;lupinus;L 6.2;19.07.2021 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_C1
R2;removal;6;7;NA;7;4;6;0;3;NA;NA;no;roadside_riverside;2021;lupinus;L 6.2;19.07.2021 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_R2
C2;control;7;6;NA;6;4;7;4;2;NA;NA;no;roadside_riverside;2021;lupinus;L 6.2;19.07.2021 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_C2
R3;removal;7;5;NA;5;4;6;3;5;NA;NA;no;roadside_riverside;2021;lupinus;L 6.2;19.07.2021 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_R3
C3;control;8;5;NA;5;5;7;4;3;NA;NA;no;roadside_riverside;2021;lupinus;L 6.2;19.07.2021 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_C3
R1;removal;7;5;NA;5;5;6;4;4;NA;NA;no;roadside;2021;lupinus;L 7.1;19.07.2021 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_R1
C1;control;8;3;NA;3;5;7;4;4;NA;NA;no;roadside;2021;lupinus;L 7.1;19.07.2021 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_C1
R2;removal;6;8;NA;8;3;6;4;0;NA;NA;no;roadside;2021;lupinus;L 7.1;19.07.2021 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_R2
C2;control;7;7;NA;7;3;6;4;2;NA;NA;no;roadside;2021;lupinus;L 7.1;19.07.2021 00:00;Julierpass (Silvaplana);9.7583211;46.470273;2778047.834;1149041.959;2157.843506;L 7.1_C2
R1;removal;7;7;NA;7;6;5;2;3;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R1
